District,Mandal,RBK,QTY(MTs),No Of Farmers,Amount(Rs),Season
KRISHNA,KANCHIKACHERLA,GANIATKURU,361,7,667850,Kharif_2020
KRISHNA,A.KONDURU,CHEEMALAPADU,140,3,259000,Kharif_2020
KRISHNA,GAMPALAGUDEM,KANUMURU,325.5,4,602175,Kharif_2020
KRISHNA,NUZVID,ANNAVARAM,243,2,449550,Rabi_2020
KRISHNA,IBRAHIMPATNAM,JUPUDI,368.5,4,681725,Rabi_2020
KRISHNA,MYLAVARAM,CHANDRALA,49.5,1,91575,Kharif_2020
KRISHNA,KANCHIKACHERLA,GANIATKURU,1378.5,11,2550225,Rabi_2020
KRISHNA,CHANDARLAPADU,CHANDARLAPADU1,22.5,1,41625,Kharif_2020
KRISHNA,KANCHIKACHERLA,KANCHIKACHERLA1,1312,18,2427200,Kharif_2020
KRISHNA,KANCHIKACHERLA,GANDEPALLI,1590,21,2941500,Kharif_2020
KRISHNA,VEERULLAPADU,TATIGUMMI,1621.5,15,2999775,Kharif_2020
KRISHNA,CHANDARLAPADU,VIBHARINTHALAPADU,1303,6,2410550,Rabi_2020
KRISHNA,VATSAVAI,LINGALA,66,1,122100,Rabi_2020
KRISHNA,KANCHIKACHERLA,KOTHAPETA,2239.5,20,4143075,Rabi_2020
KRISHNA,MYLAVARAM,CHANDRAGUDEM2,60.5,2,111925,Kharif_2020
KRISHNA,MYLAVARAM,CHANDRAGUDEM1,662.5,13,1225625,Kharif_2020
KRISHNA,MYLAVARAM,PULLURU2,1461,23,2702850,Kharif_2020
KRISHNA,VEERULLAPADU,JUJJURU2,1297.5,22,2400375,Kharif_2020
KRISHNA,KANCHIKACHERLA,KANCHIKACHERLA1,498,3,921300,Rabi_2020
KRISHNA,VATSAVAI,GOPINENIPALEM,1990.5,6,3682425,Rabi_2020
KRISHNA,GANNAVARAM,KONDAPAVULURU,23,1,42550,Kharif_2020
KRISHNA,CHATRAI,POLAVARM,212.5,2,393125,Rabi_2020
KRISHNA,NANDIGAMA,KETAVEERNIPADU,259,2,479150,Rabi_2020
KRISHNA,IBRAHIMPATNAM,DAMULURU,195.5,3,361675,Kharif_2020
KRISHNA,CHATRAI,TUMMAGUDEM,199,2,368150,Rabi_2020
KRISHNA,CHANDARLAPADU,CHANDARLAPADU1,72,1,133200,Rabi_2020
KRISHNA,G KONDURU,CHERUVUMADHAVARAM,163.5,2,302475,Kharif_2020
KRISHNA,VATSAVAI,CHILAKALLU2,73,1,135050,Rabi_2020
KRISHNA,NANDIGAMA,MAGALLU,2497,18,4619450,Kharif_2020
KRISHNA,NUZVID,POTHUREDDIPALLI,1603.5,27,2966475,Rabi_2020
KRISHNA,NANDIGAMA,SOMAVARAM,2026,44,3748100,Kharif_2020
KRISHNA,KANCHIKACHERLA,KANCHIKACHERLA3,584,8,1080400,Kharif_2020
KRISHNA,KANCHIKACHERLA,KEESARA,311.5,4,576275,Kharif_2020
KRISHNA,VEERULLAPADU,PEDDAPURAM,10671,166,19741350,Kharif_2020
KRISHNA,IBRAHIMPATNAM,JUPUDI,134.5,10,248825,Rabi_2020
KRISHNA,KANCHIKACHERLA,MOGULURU,369.5,5,683575,Rabi_2020
KRISHNA,NANDIGAMA,KONDURU,399.5,8,739075,Kharif_2020
KRISHNA,VEERULLAPADU,TATIGUMMI,350,3,647500,Rabi_2020
KRISHNA,JAGGAYYAPETA,ANUMANCHIPALLI,514.5,5,951825,Rabi_2020
KRISHNA,CHATRAI,KOTAPADU,627,6,1159950,Kharif_2020
KRISHNA,PENUGANCHIPROLU,NAVABPETA,342.5,2,633625,Rabi_2020
KRISHNA,G KONDURU,GANGINENIPALEM,76.5,1,141525,Kharif_2020
KRISHNA,JAGGAYYAPETA,GANDRAI1,125.5,2,232175,Kharif_2020
KRISHNA,GAMPALAGUDEM,VINAGADAPA,265,5,490250,Kharif_2020
KRISHNA,CHANDARLAPADU,THOTARAVULAPADU,1622.5,6,3001625,Rabi_2020
KRISHNA,VEERULLAPADU,DODDADEVARAPADU,669,6,1237650,Kharif_2020
KRISHNA,MYLAVARAM,CHANDRAGUDEM2,172,1,318200,Rabi_2020
KRISHNA,NANDIGAMA,CHANDAPURAM,50,1,92500,Kharif_2020
KRISHNA,IBRAHIMPATNAM,MULAPADU1,75,1,138750,Rabi_2020
KRISHNA,NANDIGAMA,LINGALAPADU,190,1,351500,Kharif_2020
KRISHNA,CHATRAI,BURUGUGUDEM,4010,49,7418500,Rabi_2020
KRISHNA,MYLAVARAM,CHANDRAGUDEM1,1835.5,25,3395675,Rabi_2020
KURNOOL,PAMULAPADU,MITTAKANDALA,31902,371,59018700,Kharif_2020
KURNOOL,ATMAKUR,NALLAKALVA,13104.5,184,24243325,Kharif_2020
KURNOOL,PAGIDYALA,LAXMAPURAM2,7508.5,141,13890725,Kharif_2020
KURNOOL,JUPADUBUNGALOW,BANNUR,14107,197,26097950,Kharif_2020
KURNOOL,NANDYAL,AYYALUR1,2373,36,4390050,Kharif_2020
KURNOOL,PAGIDYALA,K.MUCHUMARRI,8049,109,14890650,Kharif_2020
KURNOOL,BANDIATMAKUR,YERRAGUNTLA,2879.5,61,5327075,Kharif_2020
KURNOOL,GADIVEMULA,GADIVEMULA1,1430,25,2645500,Kharif_2020
KURNOOL,VELGODE,VELGODE1,4548.5,46,8414725,Kharif_2020
KURNOOL,RUDRAVARAM,PEDDAKAMBALUR,8483,158,15693550,Kharif_2020
KURNOOL,VELGODE,REGADAGUDUR1,5259.5,58,9730075,Kharif_2020
KURNOOL,KURNOOL,PADIDEMPADU,3718,57,6878300,Kharif_2020
KURNOOL,MIDTHUR,MIDTHUR2,14663.5,201,27127475,Kharif_2020
KURNOOL,MIDTHUR,VEEPANAGANDLA,2664.5,45,4929325,Kharif_2020
KURNOOL,GADIVEMULA,ONDUTLA,1854.5,28,3430825,Kharif_2020
KURNOOL,PANYAM,THAMMARAJUPALLI,800.5,17,1480925,Kharif_2020
KURNOOL,MIDTHUR,TALAMUDIPI,8035,142,14864750,Kharif_2020
KURNOOL,NANDIKOTKUR,10BOLLAVARAM,10897,147,20159450,Kharif_2020
KURNOOL,PATTIKONDA,CHAKKRALLA,422,58,907300,Kharif_2020
KURNOOL,PANYAM,KOWLUR1,348.5,5,644725,Kharif_2020
KURNOOL,JUPADUBUNGALOW,PARUMANCHALA,12984,152,24020400,Kharif_2020
KURNOOL,ORVKAL,KANNAMADAKALA,1821,24,3368850,Kharif_2020
KURNOOL,JUPADUBUNGALOW,TARIGOPULA,15636,177,28926600,Kharif_2020
KURNOOL,VELDURTHY,KALUGOTLA1,4574.5,115,8462825,Kharif_2020
KURNOOL,BETHAMCHERLA,BETHAMCHERLA3,53,7,113950,Kharif_2020
KURNOOL,GUDUR,CHANUGONDLA2,348,7,643800,Kharif_2020
KURNOOL,KRISHNAGIRI,YERUKALACHERUVU,1878.35,222,9806655,Kharif_2020
KURNOOL,PEAPULLY,YENUGUARRI,369,35,793350,Kharif_2020
KURNOOL,TUGGALI,THUGGALI,397.8,57,1790100,Kharif_2020
KURNOOL,TUGGALI,RAMKONDA,123,21,553500,Kharif_2020
KURNOOL,KRISHNAGIRI,CHUNCHUYERRAGUDI,372.3,50,1675350,Kharif_2020
KURNOOL,MADDIKERA,PERAVALI,200,26,430000,Kharif_2020
KURNOOL,NANDYAL,UDUMALPURAM,52,4,265200,Rabi_2020
KURNOOL,KODUMUR,KODUMUR1,166.5,11,849150,Rabi_2020
KURNOOL,KOILKUNTLA,KOILKUNTLA3,171.5,5,317275,Kharif_2020
KURNOOL,TUGGALI,BONDIMADUGULA,32,6,68800,Kharif_2020
KURNOOL,PEAPULLY,PEDDAPODDILLA,781,66,1679150,Kharif_2020
KURNOOL,PANYAM,KOWLUR1,178,8,907800,Rabi_2020
KURNOOL,KALLUR,PANDIPADU,97.5,4,180375,Kharif_2020
KURNOOL,PAMULAPADU,KOKKARANCHA,29,1,53650,Kharif_2020
KURNOOL,KURNOOL,PASUPULA1,1054,15,1949900,Kharif_2020
KURNOOL,BETHAMCHERLA,AMBAPURAM,81.5,7,175225,Kharif_2020
KURNOOL,RUDRAVARAM,RUDRAVARAM3,166.5,4,308025,Kharif_2020
KURNOOL,GUDUR,POTHUGAL,11.2,1,50400,Kharif_2020
KURNOOL,TUGGALI,JONNAGIRI2,3.3,1,14850,Kharif_2020
KURNOOL,DEVANAKONDA,POTHUGAL,19.5,3,87750,Kharif_2020
KURNOOL,MAHANANDI,GAJULAPALLI2,707,7,1307950,Kharif_2020
KURNOOL,GOSPADU,YALLURU2,203,4,375550,Kharif_2020
KURNOOL,PAGIDYALA,KONIDELA1,51,1,94350,Kharif_2020
KURNOOL,KOILKUNTLA,CHINNAKOPPERLA,90.5,5,461550,Rabi_2020
KURNOOL,PEAPULLY,JAKKASANIKUNTLA,12.5,1,26875,Kharif_2020
KURNOOL,PEAPULLY,JALADURGAM1,49.5,5,106425,Kharif_2020
KURNOOL,DHONE,VENKATAPURAM,3.5,1,7525,Kharif_2020
KURNOOL,TUGGALI,RATNA,18.5,4,39775,Kharif_2020
KURNOOL,MIDTHUR,P.MUCHUMARRI,162,1,299700,Kharif_2020
KURNOOL,KODUMUR,GORANTLA2,60.5,2,111925,Kharif_2020
KURNOOL,CHAGALAMARRI,SETTIVEEDU,69,1,127650,Kharif_2020
KURNOOL,KOTHAPALLI,YEDURUPADU,10594.5,158,19599825,Kharif_2020
KURNOOL,PAGIDYALA,P.MUCHUMARRI,10145,159,18768250,Kharif_2020
KURNOOL,PAMULAPADU,MADDUR,14901,224,27566850,Kharif_2020
KURNOOL,RUDRAVARAM,ALAMUR,1402.5,37,2594625,Kharif_2020
KURNOOL,NANDYAL,PULIMADDI,7220.5,91,13357925,Kharif_2020
KURNOOL,PAGIDYALA,LAXMAPURAM1,19254.5,303,35620825,Kharif_2020
KURNOOL,VELGODE,MOTHKUR,7300,65,13505000,Kharif_2020
KURNOOL,NANDIKOTKUR,ALLUR,14198.5,236,26267225,Kharif_2020
KURNOOL,BANAGANAPALLI,PASUPULA,2021.5,41,3739775,Kharif_2020
KURNOOL,ALLAGADDA,OBULAMPALLI,5742.5,79,10623625,Kharif_2020
KURNOOL,RUDRAVARAM,NARASAPURAM,3486.5,68,6450025,Kharif_2020
KURNOOL,TUGGALI,PAGIDIROY,720.5,108,1549075,Kharif_2020
KURNOOL,PAMULAPADU,ERRAGUDUR,7049.5,103,13041575,Kharif_2020
KURNOOL,NANDYAL,RYTHUNAGARAM1,283.5,3,524475,Kharif_2020
KURNOOL,BANDIATMAKUR,BHOJANAM,4395,65,8130750,Kharif_2020
KURNOOL,TUGGALI,RAMKONDA,446.5,73,959975,Kharif_2020
KURNOOL,RUDRAVARAM,YELLAVATHULA,5327.5,121,9855875,Kharif_2020
KURNOOL,KURNOOL,GONDIPARLA1,4742.5,67,8773625,Kharif_2020
KURNOOL,ATMAKUR,SRIPATHIRAOPETA,4767.5,67,8819875,Kharif_2020
KURNOOL,NANDYAL,BHEEMAVARAM,1807.5,27,3343875,Kharif_2020
KURNOOL,SIRIVELLA,SIRIVELLA4,1004,12,1857400,Kharif_2020
KURNOOL,BETHAMCHERLA,KOLUMULAPALLE,3752.5,47,6942125,Kharif_2020
KURNOOL,PANYAM,BHUPANAPADU,780.5,19,1443925,Kharif_2020
KURNOOL,ORVKAL,ORVKAL,4895.5,49,9056675,Kharif_2020
KURNOOL,BANAGANAPALLI,YERRAGUDI,1269.5,21,2348575,Kharif_2020
KURNOOL,KALLUR,THADAKANAPALLI,500,16,925000,Kharif_2020
KURNOOL,OWK,CHENNAMPALLE,131.5,1,243275,Kharif_2020
KURNOOL,MAHANANDI,THAMMADAPALLI,2045,34,3783250,Kharif_2020
KURNOOL,GUDUR,GUDIPADU,1441.5,23,2666775,Kharif_2020
KURNOOL,TUGGALI,BONDIMADUGULA,93.3,18,419850,Kharif_2020
KURNOOL,BETHAMCHERLA,RKOTHAPALLE,148.5,23,319275,Kharif_2020
KURNOOL,DHONE,KOTRAI,215.6,34,1137290,Kharif_2020
KURNOOL,ALUR,KURUKUNDA,816,40,4161600,Rabi_2020
KURNOOL,DHONE,KAMANAGANIKUNTLA,115,13,247250,Kharif_2020
KURNOOL,KODUMUR,VARKUR1,15.5,2,33325,Kharif_2020
KURNOOL,BANAGANAPALLI,KYAPA,475,9,878750,Kharif_2020
KURNOOL,KURNOOL,P.RUDRAVARAM,2845.5,29,5264175,Kharif_2020
KURNOOL,NANDIKOTKUR URBAN,MALYALA,634.5,6,1173825,Kharif_2020
KURNOOL,PEAPULLY,MUNIMADUGU,571.5,32,1228725,Kharif_2020
KURNOOL,KOTHAPALLI,GUVVALAKUNTLA,326.5,8,604025,Kharif_2020
KURNOOL,VELDURTHY,KALUGOTLA2,611,16,1130350,Kharif_2020
KURNOOL,DEVANAKONDA,GUNDLAKONDA,169.4,24,762300,Kharif_2020
KURNOOL,ALLAGADDA,SLINGAMDINNE,114,3,210900,Kharif_2020
KURNOOL,ORVKAL,LODDIPALLE,1299.5,20,2404075,Kharif_2020
KURNOOL,DHONE,DORAPALLI,7,1,15050,Kharif_2020
KURNOOL,GONEGANDLA,PEDDANELATUR1,258.5,14,1318350,Rabi_2020
KURNOOL,PANYAM,GORKAL,46,3,85100,Kharif_2020
KURNOOL,BETHAMCHERLA,BETHAMCHERLA3,314.5,5,581825,Kharif_2020
KURNOOL,BETHAMCHERLA,EMBOY,1274.5,19,2357825,Kharif_2020
KURNOOL,BETHAMCHERLA,GUTUPALLE,50.5,1,93425,Kharif_2020
KURNOOL,BETHAMCHERLA,RSRANGAPURAM1,204,2,377400,Kharif_2020
KURNOOL,KODUMUR,KODUMUR2,120,2,612000,Rabi_2020
KURNOOL,BETHAMCHERLA,BETHAMCHERLA5,49,7,105350,Kharif_2020
KURNOOL,KODUMUR,KODUMUR5,45.5,3,232050,Rabi_2020
KURNOOL,PANYAM,PANYAM4,189,2,349650,Kharif_2020
KURNOOL,TUGGALI,JONNAGIRI1,6.9,1,31050,Kharif_2020
KURNOOL,KRISHNAGIRI,SH.YERRAGUDI,94,1,173900,Kharif_2020
KURNOOL,PAMULAPADU,DUDYALA1,85,1,157250,Kharif_2020
KURNOOL,BETHAMCHERLA,MPENDEKAL,43,1,79550,Kharif_2020
KURNOOL,PAMULAPADU,JUTUR2,3944,67,7296400,Kharif_2020
KURNOOL,PAMULAPADU,ISKALA,14029,221,25953650,Kharif_2020
KURNOOL,ATMAKUR,BAPANANTAPURAM,8784,113,16250400,Kharif_2020
KURNOOL,VELGODE,GUNTAKANDALA,6722.5,130,12436625,Kharif_2020
KURNOOL,CHAGALAMARRI,PEDDABHODANAM,4528.5,51,8377725,Kharif_2020
KURNOOL,PANYAM,PANYAM3,1060,18,1961000,Kharif_2020
KURNOOL,KURNOOL,GARGEYAPURAM1,8409.5,95,15557575,Kharif_2020
KURNOOL,ALLAGADDA,BATHULUR,532.5,8,985125,Kharif_2020
KURNOOL,DHONE,DEVARABANDA,125.3,13,660957.5,Kharif_2020
KURNOOL,NANDIKOTKUR,DAMAGATLA,9137,157,16903450,Kharif_2020
KURNOOL,VELGODE,BOYAREVULA,2428.5,22,4492725,Kharif_2020
KURNOOL,KURNOOL,GONDIPARLA2,4490,87,8306500,Kharif_2020
KURNOOL,RUDRAVARAM,SRIRANGAPURAM,9426.5,205,17439025,Kharif_2020
KURNOOL,VELGODE,ABDULLAPURAM,5607,88,10372950,Kharif_2020
KURNOOL,BANAGANAPALLI,BANAGANAPALLI5,474.5,7,877825,Kharif_2020
KURNOOL,JUPADUBUNGALOW,MANDLEM2,17408,201,32204800,Kharif_2020
KURNOOL,KURNOOL,PANCHALINGALA1,174.5,7,322825,Kharif_2020
KURNOOL,KOTHAPALLI,DUDYALA1,11472,159,21223200,Kharif_2020
KURNOOL,PANYAM,PANYAM2,32,1,59200,Kharif_2020
KURNOOL,OWK,SUNKESULA,1187.5,17,2196875,Kharif_2020
KURNOOL,OWK,SINGANAPALLE,1349,18,2495650,Kharif_2020
KURNOOL,KALLUR,NAYAKALLU,1240,21,2294000,Kharif_2020
KURNOOL,RUDRAVARAM,RUDRAVARAM2,1731.5,35,3203275,Kharif_2020
KURNOOL,BANAGANAPALLI,YANAKANDLA,1432,23,2649200,Kharif_2020
KURNOOL,ORVKAL,KOMAROLU,2161.5,35,3998775,Kharif_2020
KURNOOL,MAHANANDI,BUKKAPURAM,2504.5,43,4633325,Kharif_2020
KURNOOL,KOILKUNTLA,SOWDERDINNE,1516,27,2804600,Kharif_2020
KURNOOL,ORVKAL,SAKUNALA,780,14,1443000,Kharif_2020
KURNOOL,NANDYAL,PUSULUR,1886.5,24,3490025,Kharif_2020
KURNOOL,JUPADUBUNGALOW,TARTUR,14586.5,189,26985025,Kharif_2020
KURNOOL,MIDTHUR,MASAPETA,1520,24,2812000,Kharif_2020
KURNOOL,KALLUR,SALKAPURAM,2313.5,54,4279975,Kharif_2020
KURNOOL,KALLUR,KONGANAPADU,908,21,1679800,Kharif_2020
KURNOOL,MADDIKERA,HAMPA,288.05,29,1296225,Kharif_2020
KURNOOL,TUGGALI,G.YERRAGUDI,41.7,8,187650,Kharif_2020
KURNOOL,TUGGALI,MARELLA,62,12,133300,Kharif_2020
KURNOOL,HOLAGUNDA,LINGADAHALLI,660.5,36,3368550,Rabi_2020
KURNOOL,HOLAGUNDA,NERANIKI,159,7,810900,Rabi_2020
KURNOOL,HALAHARVI,KAMINHAL,1149.5,55,5862450,Rabi_2020
KURNOOL,ORVKAL,MEEDIVEMULA,1095.5,15,2026675,Kharif_2020
KURNOOL,KURNOOL,E.THANDRAPADU2,473.5,12,875975,Kharif_2020
KURNOOL,KURNOOL URBAN,VEEPANAGANDLA,129,2,238650,Kharif_2020
KURNOOL,SIRIVELLA,GOVINDAPALLI1,940.5,14,1739925,Kharif_2020
KURNOOL,VELDURTHY,RAMALLAKOTA,104.5,3,193325,Kharif_2020
KURNOOL,CHAGALAMARRI,MUTHYALAPADU2,1276,17,2360600,Kharif_2020
KURNOOL,SANJAMALA,AKUMALLA,116.5,2,215525,Kharif_2020
KURNOOL,TUGGALI,PENDEKAL,17.5,3,37625,Kharif_2020
KURNOOL,GONEGANDLA,PEDDANELATUR2,99,10,504900,Rabi_2020
KURNOOL,SANJAMALA,SANJAMALA,359,3,664150,Kharif_2020
KURNOOL,JUPADUBUNGALOW,NEHRUNAGAR2,119,3,220150,Kharif_2020
KURNOOL,MADDIKERA,MADDIKERA3,55,5,118250,Kharif_2020
KURNOOL,DHONE,CHINNAMALKAPURAM2,41.5,1,76775,Kharif_2020
KURNOOL,OWK,GUNDALSINGAVARAM,112.5,3,208125,Kharif_2020
KURNOOL,UYYALAWADA,PEDDAEMMANUR,118.5,2,219225,Kharif_2020
KURNOOL,,PONNAPURAM1,124,2,229400,Kharif_2020
KURNOOL,BANDIATMAKUR,SANTHAJUTUR,103,2,190550,Kharif_2020
KURNOOL,NANDIKOTKUR URBAN,MANDLEM1,157.5,2,291375,Kharif_2020
KURNOOL,KRISHNAGIRI,THOGARCHEDU,77.5,1,143375,Kharif_2020
KURNOOL,DHONE,KOCHERUVU,7,1,15050,Kharif_2020
KURNOOL,NANDIKOTKUR URBAN,NEHRUNAGAR1,57.5,1,106375,Kharif_2020
KURNOOL,KURNOOL,ULCHALA2,95,2,175750,Kharif_2020
KURNOOL,BANAGANAPALLI,NANDAVARAM1,133,2,246050,Kharif_2020
KURNOOL,PAMULAPADU,PAMULAPADU2,6289.5,119,11635575,Kharif_2020
KURNOOL,PAMULAPADU,VANALA,9442.5,113,17468625,Kharif_2020
KURNOOL,NANDIKOTKUR,NAGATOOR,13641.5,203,25236775,Kharif_2020
KURNOOL,RUDRAVARAM,MANDALUR,2474.5,50,4577825,Kharif_2020
KURNOOL,GADIVEMULA,CHINDUKURU,3219,61,5955150,Kharif_2020
KURNOOL,DHONE,U.KOTHAPALLI,568,45,1221200,Kharif_2020
KURNOOL,ATMAKUR,KRISHNAPURAM,2057.5,33,3806375,Kharif_2020
KURNOOL,MIDTHUR,JALAKNUR,4994.5,75,9239825,Kharif_2020
KURNOOL,GADIVEMULA,KORATAMADDI,2701,44,4996850,Kharif_2020
KURNOOL,PEAPULLY,MADHAVARAM,973.5,67,2093025,Kharif_2020
KURNOOL,GADIVEMULA,GANI,1327.5,13,2455875,Kharif_2020
KURNOOL,KOTHAPALLI,PD.GUMMADAPURAM,5474.5,101,10127825,Kharif_2020
KURNOOL,JUPADUBUNGALOW,THUDICHERLA,11431.5,120,21148275,Kharif_2020
KURNOOL,KOTHAPALLI,YERRAMATTAM,4902.5,85,9069625,Kharif_2020
KURNOOL,ATMAKUR,SIDDAPURAM,353,7,653050,Kharif_2020
KURNOOL,KALLUR,AGOKULAPADU,1942.5,43,3593625,Kharif_2020
KURNOOL,TUGGALI,YEDDULADODDI,193,30,414950,Kharif_2020
KURNOOL,KURNOOL,R.K.DUDYALA,1222,18,2260700,Kharif_2020
KURNOOL,KALLUR,PEDDATEKUR,448,13,828800,Kharif_2020
KURNOOL,PATTIKONDA,PUCHAKAYALAMADA,114,18,245100,Kharif_2020
KURNOOL,DHONE,CHINNAMALKAPURAM2,93,13,199950,Kharif_2020
KURNOOL,KRISHNAGIRI,POTHUGAL,619.95,75,2810390,Kharif_2020
KURNOOL,KRISHNAGIRI,AMAKATHADU,310.5,36,1397250,Kharif_2020
KURNOOL,TUGGALI,PENDEKAL,417.3,65,1877850,Kharif_2020
KURNOOL,DHONE,KOTHAKOTA,105.5,16,226825,Kharif_2020
KURNOOL,KODUMUR,KODUMUR2,232,4,429200,Kharif_2020
KURNOOL,KODUMUR,YERRADODDI,20,1,43000,Kharif_2020
KURNOOL,HALAHARVI,HALAHARVI,1451,69,7400100,Rabi_2020
KURNOOL,ASPARI,BANAVANUR,249,13,1269900,Rabi_2020
KURNOOL,GADIVEMULA,KARIMADDALA,975,16,1803750,Kharif_2020
KURNOOL,UYYALAWADA,INJEDU,265.5,8,491175,Kharif_2020
KURNOOL,KURNOOL,NANDANAPALLI,1340.5,19,2479925,Kharif_2020
KURNOOL,PAGIDYALA,PAGIDYALA3,2209,44,4086650,Kharif_2020
KURNOOL,JUPADUBUNGALOW,MANDLEM1,1299,10,2403150,Kharif_2020
KURNOOL,DHONE,EDDUPENTA,184.5,19,396675,Kharif_2020
KURNOOL,DHONE,UNGARANIGUNDLA,23.5,2,50525,Kharif_2020
KURNOOL,KODUMUR,PYALAKURTHY1,29.5,5,63425,Kharif_2020
KURNOOL,KURNOOL,R.KONTHALAPADU,185.5,3,343175,Kharif_2020
KURNOOL,KODUMUR,LADDAGIRI2,432.5,7,800125,Kharif_2020
KURNOOL,ALLAGADDA,KOTAKANDUKUR,472.5,5,874125,Kharif_2020
KURNOOL,RUDRAVARAM,YERRAGUDIDINNE,541,7,1000850,Kharif_2020
KURNOOL,SANJAMALA,ALVAKONDA,180.5,5,333925,Kharif_2020
KURNOOL,DHONE,KAMALAPURAM,549,10,1015650,Kharif_2020
KURNOOL,PEAPULLY,VENGALAMPALLI,10.5,1,22575,Kharif_2020
KURNOOL,PAGIDYALA,MALYALA,119,1,220150,Kharif_2020
KURNOOL,NANDAVARAM,KANAKAVEEDU1,240,3,444000,Kharif_2020
KURNOOL,CHIPPAGIRI,HATHIBELAGAL,6,1,30600,Rabi_2020
KURNOOL,MAHANANDI,THIMMAPURAM,313,3,579050,Kharif_2020
KURNOOL,PEAPULLY,POTHUDODDI,66.5,6,142975,Kharif_2020
KURNOOL,ATMAKURKNL URBAN,DUDYALA1,24.5,1,45325,Kharif_2020
KURNOOL,KALLUR,ULINDAKONDA1,52,2,96200,Kharif_2020
KURNOOL,BETHAMCHERLA,RKOTHAPALLE,48,2,88800,Kharif_2020
KURNOOL,BETHAMCHERLA,BUGGANIPALLE,100,4,215000,Kharif_2020
KURNOOL,KURNOOL,SUNKESULA,37.5,1,69375,Kharif_2020
KURNOOL,PATTIKONDA,CHINNAHULTY,40,1,86000,Kharif_2020
KURNOOL,GOSPADU,KANALAPALLI,59,1,109150,Kharif_2020
KURNOOL,NANDIKOTKUR,KBIJINAVEMULA,28347,279,52441950,Kharif_2020
KURNOOL,NANDIKOTKUR,VADDEMANU,26478,318,48984300,Kharif_2020
KURNOOL,NANDIKOTKUR,BRAHMANAKOTKUR1,16988,230,31427800,Kharif_2020
KURNOOL,ATMAKUR,KARIVENA,7434,89,13752900,Kharif_2020
KURNOOL,BANAGANAPALLI,PATHAPADU,3541,60,6550850,Kharif_2020
KURNOOL,ORVKAL,NANNUR1,4536.5,38,8392525,Kharif_2020
KURNOOL,PEAPULLY,N.RACHERLA,1486,106,3194900,Kharif_2020
KURNOOL,NANDIKOTKUR,KONIDELA1,15148.5,164,28024725,Kharif_2020
KURNOOL,DHONE,KAMALAPURAM,1305.5,100,2806825,Kharif_2020
KURNOOL,DHONE,KOTRAI,808.5,65,1738275,Kharif_2020
KURNOOL,KOILKUNTLA,GULLADURTI,53.5,1,98975,Kharif_2020
KURNOOL,GADIVEMULA,BILAKALAGUDUR,6214.5,81,11496825,Kharif_2020
KURNOOL,BETHAMCHERLA,GORLAGUTTA,725.5,10,1342175,Kharif_2020
KURNOOL,TUGGALI,JONNAGIRI2,74,8,159100,Kharif_2020
KURNOOL,MIDTHUR,CHERUKUCHERLA,2105,32,3894250,Kharif_2020
KURNOOL,NANDYAL,RAYAMALPURAM,2392.5,52,4426125,Kharif_2020
KURNOOL,JUPADUBUNGALOW,KBIJINAVEMULA,119,1,220150,Kharif_2020
KURNOOL,PAMULAPADU,TANGADANCHA,66,1,122100,Kharif_2020
KURNOOL,RUDRAVARAM,CHINNAKAMBALUR,2244.5,41,4152325,Kharif_2020
KURNOOL,ORVKAL,KALVA,1363.5,20,2522475,Kharif_2020
KURNOOL,ORVKAL,PUDICHERLA,5872,79,10863200,Kharif_2020
KURNOOL,OWK,OWK1,1015,15,1877750,Kharif_2020
KURNOOL,KOTHAPALLI,DUDYALA2,5004.5,68,9258325,Kharif_2020
KURNOOL,KALLUR,CHINNATEKUR,795,23,1470750,Kharif_2020
KURNOOL,MIDTHUR,CHOWTKUR,3701,62,6846850,Kharif_2020
KURNOOL,MIDTHUR,THIMMAPURAM,2759.5,41,5105075,Kharif_2020
KURNOOL,TUGGALI,SHABASPURAM,350.1,64,1575450,Kharif_2020
KURNOOL,TUGGALI,RAMPALLI,308.4,57,1387800,Kharif_2020
KURNOOL,TUGGALI,GIRIGETLA,667.2,103,3002400,Kharif_2020
KURNOOL,DHONE,UDUMULAPADU,124.6,21,657265,Kharif_2020
KURNOOL,KALLUR,BOLLAVARAM,275,8,508750,Kharif_2020
KURNOOL,KALLUR,AGOKULAPADU,223.5,14,1139850,Rabi_2020
KURNOOL,BETHAMCHERLA,BETHAMCHERLA4,551.5,6,1020275,Kharif_2020
KURNOOL,KURNOOL URBAN,MALYALA,133,2,246050,Kharif_2020
KURNOOL,BETHAMCHERLA,RSRANGAPURAM1,27.5,3,59125,Kharif_2020
KURNOOL,ATMAKUR,MUSTAPALLI,1779,32,3291150,Kharif_2020
KURNOOL,PATTIKONDA,PATTIKONDA1,19,4,40850,Kharif_2020
KURNOOL,BETHAMCHERLA,HKOTTALA,255,4,471750,Kharif_2020
KURNOOL,KODUMUR,MUDUMALAGURTHY,43.5,4,93525,Kharif_2020
KURNOOL,TUGGALI,THUGGALI,283,14,1443300,Rabi_2020
KURNOOL,KURNOOL,ULCHALA1,185,2,342250,Kharif_2020
KURNOOL,KALLUR,KMARKAPURAM,35,3,178500,Rabi_2020
KURNOOL,OWK,RAMAPURAM1,160,2,296000,Kharif_2020
KURNOOL,ATMAKUR,NALLAKALVA,86,6,438600,Rabi_2020
